,Icon,Company,Ratings,Reviews,Salaries,Jobs,Location,Company Size,Industry,Description
42,https://media.glassdoor.com/sql/3494/nokia-squareLogo-1677420008065.png,Nokia,4.1,18.6T,5.2T,71,29 office locations,10000+ Employees,Telecommunications Services,"Join us in creating the technology that helps the world act together.
We are a B2B technology innovation leader pioneering the future where networks meet cloud.

At Nokia you will have a positive impact on people’s lives and help build the capabilities needed for a more productive, sustainable, and accessible world. 
Be part of a culture built on an inclusive way of working where we are open to your ideas, you are empowered to take risks and are encouraged to be fearless in bringing your authentic self to work.  

www.nokia.com/careers"
43,https://media.glassdoor.com/sql/2282/morgan-stanley-squareLogo-1670774499083.png,Morgan Stanley,3.9,18.7T,3.8T,399,71 office locations,10000+ Employees,Investment & Asset Management,"Morgan Stanley mobilizes capital to help governments, corporations, institutions and individuals around the world achieve their financial goals. For over 85 years, the firm’s reputation for using innovative thinking to solve complex problems has been well earned and rarely matched. A consistent industry leader throughout decades of dramatic change in modern finance, Morgan Stanley will continue to break new ground in advising, serving and providing new opportunities for its clients. 

Morgan Stanley is committed to maintaining the first-class service and high standard of excellence that have always defined the firm. At its foundation are five core values — putting clients first, doing the right thing, leading with exceptional ideas, committing to diversity and inclusion, and giving back — that guide its more than 80,000 employees in 1,200 offices across 41 countries.

Morgan Stanley has been operating in India for over 28 years, providing a variety of services to domestic and international clients. The firm has a premier institutional securities platform in India, offering a full range of investment banking, capital markets, equities, fixed income, commodities and derivative products, as well as research.

Discover what makes Morgan Stanley such a great place to work by using the resources on this page to learn more about our people, our business and our heritage."
44,https://media.glassdoor.com/sql/11159/salesforce-com-squarelogo-1413910133565.png,Salesforce,4.2,18.7T,2.8T,1.2T,58 office locations,10000+ Employees,Enterprise Software & Network Solutions,"Salesforce is an online customer relationship management, or CRM, solution. It offers all your teams, including marketing, sales, commerce and service, a shared view of your customers thanks to an integrated CRM platform."
45,https://media.glassdoor.com/sql/1093046/hewlett-packard-enterprise-squarelogo-1446452961178.png,Hewlett Packard Enterprise | HPE,4.2,17.7T,4.1T,860,25 office locations,10000+ Employees,Information Technology Support Services,"At Hewlett Packard Enterprise, we are changing the world together. We’re advancing the way people live, work and communicate. With a culture that thrives on finding new and better ways to accelerate what's next, we offer businesses the opportunity to turn insights into outcomes. We do this by making Hybrid IT simple, powering the Intelligent Edge, and providing the expertise to make it happen. What starts here changes the world."
46,https://media.glassdoor.com/sql/35/american-express-squarelogo-1527106190059.png,American Express,4.2,17T,4.8T,325,22 office locations,10000+ Employees,Financial Transaction Processing,"With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally.

At American Express, you’ll be recognized for your contributions, leadership, and impact—every colleague has the opportunity to share in the company’s success. Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to provide the world’s best customer experience every day. And we’ll do it with the utmost integrity, and in an environment where everyone is seen, heard and feels like they belong.

Join Team Amex and let’s lead the way together.

Check out the recent awards we’re proud of:
• #8 on FORTUNE 100 Best Companies to Work For - 2022
• Human Rights Campaign Corporate Equality Index Score of 100% (since 2004)- 2022
• Forbes America's Best Employers for Diversity - 2022
• Seramount 100 Best Companies - 2022
• FORTUNE World’s Most Admired Companies - 2022
• #3 on FORTUNE 100 Best Large Workplaces in New York - 2022
• Fast Company's 2022 Finance Brands That Matter"
47,https://media.glassdoor.com/sql/392261/freelancer-squarelogo-1503383966970.png,Freelancer,4.2,15.9T,6.4T,26,16 office locations,501 to 1000 Employees,HR Consulting,"8 time Webby award winning Freelancer.com is the world's largest freelancing and crowdsourcing marketplace by total number of users and projects posted. 

Over 15 million registered users have posted over 7.5 million projects and contests to date in over 700 areas as diverse as website development, logo design, marketing, copywriting, astrophysics, aerospace engineering and manufacturing. 

Freelancer Limited is listed on the Australian Securities Exchange under the ticker ASX:FLN."
48,https://media.glassdoor.com/sql/28187/capgemini-engineering-squareLogo-1683293407841.png,Capgemini Engineering,3.7,12.8T,6.2T,4.1T,24 office locations,10000+ Employees,Information Technology Support Services,"Capgemini Engineering combines, under one brand, a unique set of strengths from across the Capgemini Group: the world-leading engineering and R&D services of Altran – acquired by Capgemini in 2020 - and Capgemini’s digital manufacturing expertise. With broad industry knowledge and cutting-edge technologies in digital and software, Capgemini Engineering supports the convergence of the physical and digital worlds. Combined with the capabilities of the rest of the Group, it helps clients to accelerate their journey towards Intelligent Industry. Capgemini Engineering has more than 52,000 engineer and scientist team members in over 30 countries across sectors including aeronautics, automotive, railways, communications, energy, life sciences, semiconductors, software & internet, space & defence, and consumer products. 

Capgemini Engineering is an integral part of the Capgemini Group, a global leader in partnering with companies to transform and manage their business by harnessing the power of technology. The Group is guided every day by its purpose of unleashing human energy through technology for an inclusive and sustainable future. It is a responsible and diverse organization of 270,000 team members in nearly 50 countries. With its strong 50-year heritage and deep industry expertise, Capgemini is trusted by its clients to address the entire breadth of their business needs, from strategy and design to operations, fueled by the fast evolving and innovative world of cloud, data, AI, connectivity, software, digital engineering and platforms. The Group reported in 2020 global revenues of €16 billion.

Get the Future You Want | www.capgemini.com"
49,https://media.glassdoor.com/sql/1646026/publicis-sapient-squarelogo-1550022827116.png,Publicis Sapient,3.7,9.8T,7.6T,684,53 office locations,10000+ Employees,Business Consulting,"Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity.  

As digital pioneers with 20,000 people and 53 offices around the globe, our experience spanning technology, data sciences, consulting and customer obsession – combined with our culture of curiosity and relentlessness – enables us to accelerate our clients’ businesses through designing the products and services their customers truly value. Publicis Sapient is the digital business transformation hub of Publicis Groupe.

In India, we have offices across three prime locations and have expanded to flexible workplace locations across cities."
50,https://media.glassdoor.com/sql/3353/robert-bosch-squareLogo-1657805557119.png,Robert Bosch,4.3,16.1T,4.5T,84,33 office locations,10000+ Employees,Computer Hardware Development,"The Bosch Group is a leading global supplier of technology and services. It employs roughly 421,300 associates worldwide (as of December 31, 2022). The company generated sales of 88.2 billion euros in 2022. Its operations are divided into four business sectors: Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. 

As a leading IoT provider, Bosch offers innovative solutions for smart homes, Industry 4.0, and connected mobility. Bosch is pursuing a vision of mobility that is sustainable, safe, and exciting. It uses its expertise in sensor technology, software, and services, as well as its own IoT cloud, to offer its customers connected, cross-domain solutions from a single source. The Bosch Group’s strategic objective is to facilitate connected living with products and solutions that either contain artificial intelligence (AI) or have been developed or manufactured with its help. Bosch improves quality of life worldwide with products and services that are innovative and spark enthusiasm. In short, Bosch creates technology that is “Invented for life.” 

The Bosch Group comprises Robert Bosch GmbH and its roughly 470 subsidiary and regional companies in over 60 countries. Including sales and service partners, Bosch’s global manufacturing, engineering, and sales network covers nearly every country in the world. With its more than 400 locations worldwide, the Bosch Group has been carbon neutral since the first quarter of 2020. The basis for the company’s future growth is its innovative strength. At 136 locations across the globe, Bosch employs some 85,500 associates in research and development, of which nearly 44,000 are software engineers.

Website: https://www.bosch.com/careers
Instagram: https://www.instagram.com/boschglobal/
Facebook: https://www.facebook.com/BoschGlobal
Twitter: https://www.twitter.com/BoschGlobal

Imprint: www.bosch.com/corporate-information
Privacy statement: www.bosch.com/data-protection-notice"
51,https://media.glassdoor.com/sql/8418/amdocs-squareLogo-1634117990259.png,Amdocs,3.9,11.3T,7.2T,207,39 office locations,10000+ Employees,Enterprise Software & Network Solutions,"In an era where new technologies are born every minute, and the demand for meaningful digital experiences has never been so intense, we unlock our customers’ innovative potential, empowering them to transform their boldest ideas into reality, and make billions of people feel like VIPs
 
Our 27,000 employees around the globe are here to accelerate our customers’ migration to the cloud, differentiate in the 5G era, digitalize and automate their operations, and provide end-users with the next-generation communication and media experiences that make the world say wow."
52,https://media.glassdoor.com/sql/115506/zs-associates-squareLogo-1688156504178.png,ZS Associates,3.8,7.4T,8.6T,168,36 office locations,10000+ Employees,Business Consulting,"ZS is a management consulting and technology firm focused on transforming global healthcare and beyond. We leverage our leading-edge analytics, plus the power of data, science and products, to help our clients make more intelligent decisions, deliver innovative solutions and improve outcomes for all. Founded in 1983, ZS is thrilled to celebrate our 40th anniversary this year with more than 13,000 employees in 35 offices worldwide."
53,https://media.glassdoor.com/sql/432/mcdonald-s-squareLogo-1696368009989.png,McDonald's,3.5,1.3L,697,95T,2 office locations,10000+ Employees,Restaurants & Cafes,"McDonald’s is proud to be one of the most recognized brands in the world, with restaurants in over 100 countries and billions of customers served each year.  As the global leader in the food service industry, we have a legacy of innovation and hard work that continues to drive us. Today, we are growing with velocity and are focused on modernizing our experiences, not to make a different McDonald’s but to build a better McDonald’s. About 80% of the restaurants are run by franchisees or affiliates."
54,https://media.glassdoor.com/sql/8347/iqvia-squareLogo-1631146794136.png,IQVIA,3.9,13.6T,4.3T,1.5T,2 office locations,10000+ Employees,Biotech & Pharmaceuticals,"IQVIA (NYSE:IQV) is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry dedicated to delivering actionable insights. Learn more at jobs.iqvia.com."
55,https://media.glassdoor.com/sql/313114/fis-squarelogo-1564670211435.png,FIS,3.7,11.8T,5.4T,999,62 office locations,10000+ Employees,Financial Transaction Processing,"FIS is a global leader in financial services technology, with a focus on retail and institutional banking, payments, asset and wealth management, risk and compliance, and outsourcing solutions. Through the depth and breadth of our solutions portfolio, global capabilities, and domain expertise, FIS serves more than 20,000 clients. Headquartered in Jacksonville, Fla., FIS employs more than 55,000 people worldwide and holds leadership positions in payment processing, financial software, and banking solutions. Providing software, services, and outsourcing of the technology that empowers the financial world, FIS is a Fortune 500 company and is a member of Standard &amp; Poor’s 500® Index. For more information about FIS, visit www.fisglobal.com."
56,https://media.glassdoor.com/sql/100303/thomson-reuters-squareLogo-1688475995493.png,Thomson Reuters,4.1,15.8T,3T,693,17 office locations,10000+ Employees,Enterprise Software & Network Solutions,"Thomson Reuters is a leading provider of business information services.  Our products include highly specialized information-enabled software and tools for legal, tax, accounting and compliance professionals combined with the world’s most global news service – Reuters."
57,https://media.glassdoor.com/sql/155577/ust-squareLogo-1687794678794.png,UST,4.0,8.1T,5.4T,1.7T,49 office locations,10000+ Employees,Information Technology Support Services,"UST is a global digital transformations solutions provider. For more than 23 years, UST has worked side by side with the world’s best companies to make a real impact through transformation. Powered by technology, inspired by people and led by purpose, UST partners with their clients from design to operation. With deep domain expertise and a future-proof philosophy, UST embeds innovation and agility into their clients’ organizations. With over 30,000 employees in 30 countries, UST builds for boundless impact—touching billions of lives in the process."
58,https://media.glassdoor.com/sql/1138/apple-squarelogo-1595530154096.png,Apple,4.3,41.1T,1.2T,5.2T,25 office locations,10000+ Employees,Computer Hardware Development,"We’re a diverse collective of thinkers and doers, continually reimagining what’s possible to help us all do what we love in new ways. And the same innovation that goes into our products also applies to our practices — strengthening our commitment to leave the world better than we found it. This is where your work can make a difference in people’s lives. Including your own.  

Apple is an equal opportunity employer that is committed to inclusion and diversity. Visit apple.com/careers to learn more."
59,https://media.glassdoor.com/sql/12830/vmware-squarelogo-1605872987364.png,VMware,4.5,12T,3.8T,266,46 office locations,10000+ Employees,Enterprise Software & Network Solutions,"VMware is a leading provider of multi-cloud services for all apps, enabling digital innovation with enterprise control.

With VMware Cross-Cloud™ services and our global ecosystem of partners, we deliver the smartest path to cloud, edge, and app modernization. Our technology also supports multi-cloud autonomy for developers and consistent operations for DevSecOps—while creating a more secure, frictionless experience for the distributed workforce.

As the trusted foundation to accelerate innovation, VMware preserves customer choice and protects against lock-in. Instead of tradeoffs and compromises, our software offers businesses the freedom and flexibility they need to build the future."
60,https://media.glassdoor.com/sql/3211746/tcs-squarelogo-1624516101646.png,TCS,3.9,8.1T,9.1T,--,"Headquarters in Leingarten, Germany",1 to 50 Employees,N/A,No Info
61,https://media.glassdoor.com/sql/2786/fidelity-investments-squareLogo-1612542116323.png,Fidelity Investments,4.3,15.7T,2.7T,835,15 office locations,10000+ Employees,Investment & Asset Management,"Fidelity Investments is one of the world’s largest providers of financial services. Headquartered in Boston, US, Fidelity’s goal is to make financial expertise broadly accessible and effective in helping people live the lives they want. Fidelity focuses on meeting the unique needs of a diverse set of customers: helping more than 25 million people invest their own life savings, nearly 20,000 businesses manage their employee benefit programs, as well as providing nearly 10,000 advisory firms with investment and technology solutions to invest their own clients’ money. Privately held for nearly 70 years, Fidelity employs 47,000 associates who are focused on the long-term success of our customers."
62,https://media.glassdoor.com/sql/29396/virtusa-squareLogo-1684942244005.png,Virtusa,3.8,8.9T,6.7T,853,28 office locations,10000+ Employees,Information Technology Support Services,"About your company

At Virtusa, we spark change through our Digital Transformation Studio, delivering deep digital engineering and industry expertise through client-specific and integrated agile scrum teams. We work with Global 2000 companies and leading software vendors in domains like Communications & Technology, Banking & Financial Services, Insurance, Telecommunications, and Media, Information & Entertainment.

Simply put, we build and sustain application platforms, giving our clients a competitive advantage over their peers. 

Incepted in 1996, Virtusa is headquartered in New York City and has offices and technology centers across the United States, Europe, the Middle East, and Asia."
63,https://media.glassdoor.com/sql/5775/vodafone-squarelogo-1507191685389.png,Vodafone,4.0,17T,3T,4.2T,4 office locations,10000+ Employees,Telecommunications Services,"Here at Vodafone, we do amazing things to empower everybody to be confidently connected, and that could be providing superfast network speeds to smartphones, providing ‘total communications’ through fixed line solutions, making farmers lives easier with mobile money payments or streaming music into a car through the internet of things. As you can imagine, this means that we have a vibrant and diverse mix of skills and people that makes us a great place to work."
64,https://media.glassdoor.com/sql/1242/cerner-squareLogo-1654696960872.png,Cerner,3.5,10.2T,3.8T,53,25 office locations,10000+ Employees,Computer Hardware Development,"We are innovators. What will you create with us?
At Cerner, we innovate at the intersection of technology, health and care to transform how healthcare is delivered. For us, it’s more than just innovation for the sake of innovation, and transformation is about more than change. It’s about being a part of something bigger than yourself – about impacting the future and communities all over the world.
Our smarter solutions are setting a new trajectory for the way healthcare is delivered, through applications so advanced, physicians and providers don’t even have to think about them. Instead, they can focus on what truly matters – saving and improving patient lives.

Cerner solutions are licensed at more than 27,500 in over 35 countries. No matter the size or location of the organization, our systems and services are helping to solve the world’s most complex healthcare solutions.
It’s a promise today for an even better tomorrow. Make the most of your best at Cerner."
65,https://media.glassdoor.com/sql/100231/hdfc-bank-squareLogo-1679924423355.png,HDFC Bank,3.5,8.4T,9.7T,15.3T,6 office locations,10000+ Employees,Banking & Lending,...
66,https://media.glassdoor.com/sql/277/ge-squarelogo-1432804551502.png,GE,4.0,18.9T,2.4T,1.2T,37 office locations,10000+ Employees,Machinery Manufacturing,"For more than 125 years, GE has invented the future of industry, and today the company’s dedicated team, leading technology, and global reach and capabilities help the world work more efficiently, reliably, and safely. GE’s people are diverse and dedicated, operating with the highest level of integrity and focus to fulfill GE’s mission and deliver for its customers."
67,https://media.glassdoor.com/sql/41782/larsen-and-toubro-squarelogo.png,Larsen & Toubro,3.7,7.6T,7.2T,3,26 office locations,10000+ Employees,Construction,"Construction conglomerate Larsen & Toubro is committed to building a stronger India. Founded in 1938, the firm and its subsidiaries offer construction and engineering services related to commercial projects. Services include civil and electrical engineering and IT consulting. Larsen & Toubro also makes equipment and machinery used to build weaponry systems and infrastructure facilities including airports, oil and gas platforms, power plants, refineries, roads and bridges, and water treatment facilities. The firm has more than 60 units in some 30 countries. Domestic business within India dominates, but the company is steadily growing its global operations with a focus on China and the Middle East."
68,https://media.glassdoor.com/sql/1090/adobe-squareLogo-1696430095326.png,Adobe,4.3,9.4T,4.5T,672,27 office locations,10000+ Employees,Computer Hardware Development,"Adobe is the global leader in digital media and digital marketing solutions. Our creative, marketing and document solutions empower everyone – from emerging artists to global brands – to bring digital creations to life and deliver immersive, compelling experiences to the right person at the right moment for the best results. In short, Adobe is everywhere, and we’re changing the world through digital experiences."
69,https://media.glassdoor.com/sql/3150/deutsche-bank-squarelogo.png,Deutsche Bank,4.0,12.7T,3.4T,1.9T,53 office locations,10000+ Employees,Banking & Lending,"Deutsche Bank is the leading German bank with strong European roots and a global network. In a fundamental transformation the bank focuses on its core strengths in a newly created Corporate Bank, a leading Private Bank, a focused investment bank and in asset management.

We provide banking services to companies, governments, institutional investors, small and medium-sized businesses and private individuals.

Deutsche Bank was founded in 1870 to accompany German businesses into the world. We’ve worked across borders ever since."
70,https://media.glassdoor.com/sql/2409113/optum-squareLogo-1689785571840.png,Optum,3.7,10.8T,4.6T,3.1T,8 office locations,10000+ Employees,Healthcare Services & Hospitals,"UnitedHealth Group is a health care and well-being company that’s dedicated to improving the health outcomes of millions worldwide. We are comprised of two distinct and complementary businesses, UnitedHealthcare and Optum, working to build a better health system for all. Here, your contributions matter as they will help transform health care for years to come. Make an impact with a diverse team that shares your passion for helping others.

Caring. Connecting. Growing together. 

Being a part of UnitedHealth Group means working to improve health outcomes for everyone, including yourself. Here is how:

Caring. Your total health and well-being are important to us. Whatever matters most to you — we have resources to help you be your best at work and at home. The benefits range from free Peloton courses to financial counseling. 

Connecting. We recognize our collective power to make an impact across our communities because we believe the health of any society is measured by the overall health of its people. 

Growing together. UnitedHealth Group is full of inspiring career stories, and we offer a lifetime of opportunities. Discover all the ways you can learn, grow and develop."
71,https://media.glassdoor.com/sql/10686/atos-squareLogo-1637239283856.png,Atos,3.7,12.9T,3.9T,1.5T,40 office locations,5001 to 10000 Employees,Information Technology Support Services,No Info
72,https://media.glassdoor.com/sql/5304/atos-syntel-squarelogo-1554392207283.png,Atos-Syntel,3.6,7.9T,6T,27,29 office locations,10000+ Employees,Information Technology Support Services,"Atos Syntel is a leading provider of integrated IT and knowledge process services and a member of the Atos Group, a global leader in digital transformation with 120,000 employees in 73 countries and annual revenue of over €12 billion. We help enterprises accelerate their digital journeys, increase agility and business performance, evolve to “Digital native” standards, and deliver scale and flexibility for the Digital Age. 

Atos Syntel unites Atos’s scale and world-class technology capabilities with Syntel’s industry focus, global delivery model, and services powered by intelligent automation."
73,https://media.glassdoor.com/sql/3956/schneider-electric-squareLogo-1696592880344.png,Schneider Electric,4.2,14.9T,3.2T,2.6T,25 office locations,10000+ Employees,Energy & Utilities,"At Schneider, we believe access to energy and digital is a basic human right. We empower all to make the most of their energy and resources, ensuring Life Is On everywhere, for everyone, at every moment.

We provide energy and automation digital solutions for efficiency and sustainability. We combine world-leading energy technologies, real-time automation, software and services into integrated solutions for Homes, Buildings, Data Centers, Infrastructure and Industries.

We are committed to unleash the infinite possibilities of an open, global, innovative community that is passionate about our  Meaningful Purpose, Inclusive and Empowered values.


-135,000+ employees
-100+ countries
-27.2B Euro in revenue (FY2019)"
74,https://media.glassdoor.com/sql/23279/tata-consultancy-services-north-america-squareLogo-1631150734441.png,Tata Consultancy Services (North America),3.7,9.5T,5.7T,7,31 office locations,10000+ Employees,Information Technology Support Services,"Tata Consultancy Services is an IT services, consulting and business solutions organization that has been partnering with many of the world’s largest businesses in their transformation journeys for over 50 years. TCS offers a consulting-led, cognitive powered, integrated portfolio of business, technology and engineering services and solutions. This is delivered through its unique Location Independent Agile™ delivery model, recognized as a benchmark of excellence in software development.

A part of the Tata group, India's largest multinational business group, TCS has over 500,000 of the world’s best-trained consultants in 46 countries. The company generated consolidated revenues of US $22.2 billion in the fiscal year ended March 31, 2021 and is listed on the BSE (formerly Bombay Stock Exchange) and the NSE (National Stock Exchange) in India. TCS' proactive stance on climate change and award-winning work with communities across the world have earned it a place in leading sustainability indices such as the MSCI Global Sustainability Index and the FTSE4Good Emerging Index. For more information, visit www.tcs.com.

 TCS North America hired more than 20,000 people locally in the past five years, making us one of  largest recruiter of IT services talent in the U.S. For more information, visit us at www.tcs.com and follow us @TCS_NA on Twitter and Tata Consultancy Services – North America on LinkedIn.

At TCS, we go beyond helping businesses transform through technology. We help them make a meaningful difference. Translating their aspiration into reality.
Building on their ambition and optimism to transform their business for the better. So their contribution is felt by their customers and the communities they serve. At TCS, we instill hope into business and trust into enterprise. 
Our belief conveys our optimistic outlook and reflects our limitless potential to create greater futures - If we as a business, together with our clients, combine all our knowledge to deliver innovative futures that are more inclusive, and sustainable for all.
When we combine our know how and innovation mindset, we rapidly multiply the amazing things we can do with technology and create the solutions we need to create a meaningful future."
75,https://media.glassdoor.com/sql/3496/philips-squareLogo-1674059077328.png,Philips,4.0,12T,2.7T,1.1T,17 office locations,10000+ Employees,Healthcare Services & Hospitals,"For more than 130 years, we have been creating technologies and innovations that improve people's lives and support healthcare practitioners.

Headquartered in the Netherlands and operating in more than 100 countries globally, we focus our advanced technology and deep clinical and consumer insights on:

· Precision Diagnosis
· Image Guided Therapy
· Enterprise Informatics
· Monitoring/ Connected Care
· Sleep & Respiratory Care
· Personal Health

Learn more about our healthcare business: https://www.philips.com/a-w/about.html
Discover our rich and exciting history: https://www.philips.com/a-w/about/our-history.html"
76,https://media.glassdoor.com/sql/1991/unitedhealth-group-squareLogo-1689785538947.png,UnitedHealth Group,3.7,16.4T,1.9T,115,25 office locations,10000+ Employees,Healthcare Services & Hospitals,"We're a Fortune 5 company on a global mission to help people live healthier lives while improving the health system and expanding access to quality care.

Empowering more than 141 million people worldwide with information, guidance and tools to make healthier choices makes our work demanding and requires us to adapt to constant change.

United by our values of Integrity, Compassion, Relationships, Innovation, and Performance, we're committed to creating better outcomes for our customers, partners and employees. 

Diversity creates a healthier atmosphere: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law. UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment."
77,https://media.glassdoor.com/sql/415/lowe-s-home-improvement-squareLogo-1677875740566.png,Lowe's Home Improvement,4.2,41.6T,1.2T,4.3T,2 office locations,1001 to 5000 Employees,Home Furniture & Housewares Stores,"Lowe’s grew from one small-town hardware store in North Carolina to one of the largest home improvement retailers in the world. Then and now, we’re committed to helping homeowners, renters and Pros improve their homes and businesses.

More Than Home Improvement

The people we serve are at the heart of everything we do. Our associates have deep home improvement experience and training, and can give you the expert advice you need to do your project right. From urgent repairs to your dream remodel, we designed our business to be there when you need us most."
78,https://media.glassdoor.com/sql/3141/credit-suisse-squarelogo-1474560002423.png,Credit Suisse,4.1,12.4T,3.2T,347,25 office locations,10000+ Employees,Investment & Asset Management,"Credit Suisse is a leading global wealth manager with strong investment banking capabilities. Headquartered in Zurich, Switzerland, we have a global reach with operations in about 50 countries and employ more than 45,000 people from over 150 different nations. Embodying entrepreneurial spirit, Credit Suisse delivers holistic financial solutions to our clients, including innovative products and specially tailored advice. 

Striving for quality and excellence in our work, we recognize and reward extraordinary performance among our employees, provide wide-ranging training and development opportunities, and benefit from a diverse range of perspectives to create value for our clients, shareholders and communities. 

We are Credit Suisse."
79,https://media.glassdoor.com/sql/78/bny-mellon-squareLogo-1695838312744.png,BNY Mellon,3.6,11.7T,3.6T,2.7T,26 office locations,10000+ Employees,Investment & Asset Management,No Info
80,https://media.glassdoor.com/sql/3363/samsung-electronics-squarelogo-1576660389086.png,Samsung Electronics,3.9,14.5T,3.4T,32,21 office locations,10000+ Employees,Electronics Manufacturing,"Samsung Electronics is a global leader in technology, opening new possibilities for people everywhere. Through relentless innovation and discovery, we are transforming the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, medical devices, semiconductors and LED solutions. Samsung is also leading in the Internet of Things space through, among others, our Smart Home and Digital Health initiatives. 

Since being established in 1969, Samsung Electronics has grown into one of the world’s leading technology companies, and become recognized as one of the top 10 global brands. Our network now extends across the world, and Samsung takes great pride in the creativity and diversity of its talented people, who drive our growth.

To discover more, please visit our website at www.samsung.com and our official newsroom at news.samsung.com."
81,https://media.glassdoor.com/sql/10222/natwest-group-squareLogo-1697033291539.png,NatWest Group,4.0,9.3T,4.2T,391,33 office locations,10000+ Employees,Banking & Lending,"We’re a business that understands when our customers and people succeed, our communities succeed, and our economy thrives. As part of our purpose, we’re looking at how we can drive change for our communities in enterprise, learning and climate. 
 
As one of the leading supporters of UK business, we’re prioritising enterprise as a force of change. We’re focusing on the people and communities who have traditionally faced the highest barriers to entry and figuring out ways to remove these constraints. 
 
Learning is also key to our continued growth as a company in an ever changing and increasingly digital world. By setting a dynamic and leading learning culture, our employees prosper, and our customers are given the tools to continue to improve their financial capability and confidence. 
 
One of the biggest challenges we all face in our future is climate change. That’s why we’ve put it right at the core of our purpose. We want to champion climate solutions with financing and entrepreneurial support, fully embed climate into our culture and decision making, and be climate positive by 2025.  
 
We’re committed to using our purpose to break down barriers, drive change and ultimately create a great place to work."
82,https://media.glassdoor.com/sql/150639/persistent-systems-squareLogo-1668532910439.png,Persistent Systems,3.9,6.4T,6.4T,23,56 office locations,10000+ Employees,Information Technology Support Services,"With over 22,750+ employees located in 21 countries, Persistent Systems (BSE & NSE: PERSISTENT) is a global services and solutions company delivering Digital Engineering and Enterprise Modernization. We work with the industry leaders including 14 of the 30 most innovative companies as identified by BCG, 80% of the largest banks in the US and India, and numerous innovators across the healthcare and software ecosystems. As a participant of the United Nations Global Compact, Persistent is committed to aligning strategies and operations with universal principles on human rights, labor, environment, and anti-corruption, as well as take actions that advance societal goals. Persistent was named to the Forbes Asia Best Under a Billion 2021 list, representing consistent top-and bottom-line performance as well as growth."
83,No Info,SelfEmployed.com,4.4,12.3T,2.7T,--,"Headquarters in Dublin, United States",Unknown,Business Consulting,No Info
84,https://media.glassdoor.com/sql/2893/mckinsey-and-company-squarelogo-1702513689550.png,McKinsey & Company,4.2,10.9T,2.1T,92,25 office locations,10000+ Employees,Business Consulting,"McKinsey &amp; Company is a global management consulting firm that serves private and public companies, governments, not-for-profits and non-governmental organizations. Our clients come to us with their most complex issues and our people help them to make change happen at all levels of their organization. In the past five years, we have served more than 2,000 clients of all sizes in all geographies and sectors. Our more than 10,000 consultants and 2,000 knowledge professionals speak nearly 130 languages and work in more than 100 locations in more than 60 countries. They hail from all backgrounds including medicine, engineering, civil service, entrepreneurship, science, business, professional athletics, and linguistics. They are united by their desire to make positive change in the world. That’s why we say that when you come to McKinsey, you “don’t just come to work. You come to change.”"
85,https://media.glassdoor.com/sql/255019/zensar-technologies-squareLogo-1627624252310.png,Zensar Technologies,4.0,4.6T,3.6T,219,20 office locations,5001 to 10000 Employees,Information Technology Support Services,"Zensar is a leading digital solutions & technology services company,  helping businesses thrive in a world of constant change.

Looking for a workplace where employees realize their full potential, are recognized for the impact they make, & enjoy the company of the people they work with? Welcome to Zensar! With a strong track record of innovation, investment in digital solutions, & commitment to client success, at Zensar, you can help clients achieve new thresholds of performance. A subsidiary of RPG Group, Zensar has its HQ in India, & offices across the world, including Mexico, South Africa, the UK, & the US. 

Visit www.zensar.com to know more."
86,https://media.glassdoor.com/sql/29098/hexaware-technologies-squareLogo-1696424660489.png,Hexaware Technologies,3.8,5.6T,4.7T,46,20 office locations,10000+ Employees,Information Technology Support Services,"Hexaware is a fast-growing and automation-led next-generation provider, with a deep-rooted legacy of delivering excellence in IT, BPO and Consulting services and with a rapidly expanding international footprint. This superior performance is driven by a combination of superior strategy, best teams in the world and a culture that is passionate about innovation and automation. 

Hexaware Digital offerings have helped clients achieve operational excellence and customer delight. The organization is now on a journey of metamorphosing the experiences of the customer’s customers by leveraging our industry-leading delivery and execution model, built around the strategy— ‘Automate Everything, Cloudify Everything, Transform Customer Experiences. Powering Hexaware’s complex technology solutions and services, is the Bottom-Up Disruption, a disruptive crowdsourcing initiative that brings about innovation and improvement, to everyday complexities and, ultimately, growing the clients’ business."
